Timestamp,To what extent do you follow the news of the day in general?,What sources do you follow the news of the day?,Province of residence,Living Location,age,gender,Last education degree,How much did you follow the news ten years ago?,"Ten years ago, what sources did you follow the news of the day more?","Apart from news and news programs, what do you follow more in the media?"
05/30/2022 14:14:25,very much,"Iran International, Manoto",Gilan,urban,43,male,high school diploma,not at all,,Movie and Serial
05/30/2022 14:14:44,a little,"Iran International, manoto, Instagram",Alborz,urban,38,female,high school diploma,some,"Voice of America, Radio Farda, other satellite channels, blogs","Movies and TV series, sports programs, art programs, documentary programs, comic programs, cooking programs, child programs"
05/30/2022 14:15:16,very much,"Iran International, BBC, manoto, Voice of America, other satellite channels, news websites, Instagram, Telegram, WhatsApp",Markazi,urban,22,female,pdh and above,very much,"Internal newspapers, Voice of America, News websites, other satellite channels, Instagram","Movie and Serials, Educational Programs or Lesson"
05/30/2022 14:16:10,very much,"Iran International, BBC, manoto, Voice of America, Other Satellite Channels, Instagram, Telegram, WhatsApp",Markazi,urban,15,female,no high school diploma,very much,"BBC, Voice of America, News websites, other satellite channels","Movies and TV series, sports programs, training or textbooks"
05/30/2022 14:17:09,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Other Satellite Channels, Instagram, Telegram, WhatsApp",Markazi,urban,54,male,associates degree,very much,"Internal newspapers, Voice of America, Radio, News websites, other satellite channels","Movies and Serials, Educational or Lesson Programs, Documentary Programs, Comic Programs"
05/30/2022 14:17:19,very much,"Iran International, manoto, Instagram, Telegram",Lorestan,urban,27,male,associates degree,some,Instagram,"Movies and Serials, Sports Programs, Educational Programs, Art Programs, Documentary Programs, Child Programs"
05/30/2022 14:17:35,much,"Iran International, manoto, Voice of America, Instagram",Qazvin,urban,39,female,high school diploma,a lot,"BBC, Voice of America",Movie and Serial
05/30/2022 14:18:00,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, other satellite channels, news websites, Instagram, telegram, WhatsApp",Markazi,urban,45,female,bachelor's degree,very much,"Voice and Internal newspapers, BBC, Voice of America, Radio Farda, News websites, other satellite channels","Movies and Serials, Educational or Teaching Programs, Art Programs, Documentary Programs"
05/30/2022 14:18:50,very much,"national television, Other Satellite Channels, Instagram, Telegram, WhatsApp",Markazi,urban,55,female,no high school diploma,very much,"Internal newspapers, Voice of America, other satellite channels, Instagram","Movies and Serials, Educational or Teaching Programs, Art Programs, Documentary Programs"
05/30/2022 14:19:43,very much,"manoto, Voice of America, other satellite channels, news websites, Instagram, Telegram, WhatsApp",Markazi,urban,50,male,high school diploma,very much,"Voice of America, Radio Farda, News websites, other satellite channels, Instagram","Movies and Serials, Sports Programs, Educational Programs, Art Programs, Documentary Programs"
05/30/2022 14:20:47,very much,"Iran International, BBC, manoto, Voice of America, other satellite channels, news websites",Markazi,urban,50,female,no high school diploma,very much,"Internal newspapers, Voice of America, Radio, news websites, other satellite channels, Instagram","Movies and TV series, educational or lesson programs, art programs"
05/30/2022 14:23:13,very much,"Iran International, manoto, Voice of America, Instagram, Telegram, WhatsApp, Twitter",Alborz,urban,36,male,high school diploma,some,national television,"Movie and Serial, Documentary Programs, Comic Programs, Speech / Discussion / Dialogue"
05/30/2022 14:32:18,very much,Instagram,Tehran,urban,30,female,associates degree,not at all,,"Sports programs, cooking programs"
05/30/2022 14:36:39,a little,"Iran International, manoto, Instagram",Esfahan,urban,32,female,bachelor's degree,little,national television,Movie and Serial
05/30/2022 14:37:58,much,"manoto, the telegram",Tehran,urban,34,male,bachelor's degree,a lot,"Other satellite channels, Facebook","Movie and TV series, sports programs"
05/30/2022 14:38:39,very much,"Iran International, manoto, Instagram",Tehran,urban,53,male,associates degree,some,"BBC, Facebook",Other plans
05/30/2022 14:39:44,much,"Instagram, Twitter",Kermanshah,urban,39,female,bachelor's degree,a lot,"BBC, Voice of America, Radio Farda, other satellite channels, Facebook","Educational or lesson programs, art programs, comic programs, cooking programs"
05/30/2022 14:47:06,a little,Instagram,Tehran,urban,39,male,bachelor's degree,a lot,"BBC, Voice of America, Radio Farda","Movie and TV series, sports programs, comic programs"
05/30/2022 14:52:47,much,Instagram,Fars,urban,38,male,associates degree,some,BBC,Movie and Serial
05/30/2022 14:53:04,very much,"Iran International, manoto, Instagram",Esfahan,urban,18,female,associates degree,some,BBC,"Movie and Serial, Comic Programs"
05/30/2022 14:59:33,much,Telegram,Mazandaran,rural,38,male,high school diploma,a lot,Other satellite channels,"Movie and Serial, Comic Programs"
05/30/2022 15:00:34,a little,"Iran International, BBC, manoto, Instagram, Telegram",Tehran,urban,32,male,high school diploma,a lot,"Internal newspapers, BBC, Facebook","Movie and TV series, documentary programs, comic programs, child programs"
05/30/2022 15:01:31,a little,Instagram,Tehran,urban,29,female,high school diploma,little,Internal newspapers,Movie and Serial
05/30/2022 15:01:56,very much,"BBC, manoto, Instagram, Twitter",Tehran,urban,46,male,master's degree,very much,"BBC, news websites, other satellite channels","Movie and TV series, sports programs"
05/30/2022 15:06:33,very much,"Iran International, manoto, Instagram",Esfahan,urban,36,female,high school diploma,some,national television,Movie and Serial
05/30/2022 15:07:26,a little,manoto,Qom,urban,30,male,high school diploma,little,Voice of America,Religious programs
05/30/2022 15:07:52,very much,"Iran International, BBC, manoto, Voice of America, Instagram",Hormozgan,rural,17,male,pdh and above,not at all,,Movie and Serial
05/30/2022 15:12:14,very much,"manoto, Instagram",Tehran,urban,46,female,high school diploma,very little,"Internal television, Internal Newspapers",Movie and Serial
05/30/2022 15:12:21,much,"manoto, Instagram",North Khorasan,rural,22,female,other,very little,national television,"Movie and TV series, art programs, lectures / discussions / conversation"
05/30/2022 15:20:27,very much,Instagram,Tehran,urban,40,male,high school diploma,very little,Other satellite channels,Sports programs
05/30/2022 15:21:32,very much,"Instagram, Telegram",Hormozgan,urban,28,male,bachelor's degree,some,"BBC, Voice of America, Radio Farda, Facebook",None
05/30/2022 15:22:30,much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram, WhatsApp",Tehran,urban,61,male,associates degree,a lot,"BBC, Voice of America, other satellite channels","Movie and TV series, documentary programs, comic programs"
05/30/2022 15:27:00,much,Instagram,East Azarbaijan,urban,40,male,bachelor's degree,very little,Other satellite channels,None
05/30/2022 15:29:58,a little,"Iran International, Instagram, Telegram, WhatsApp, Twitter",Alborz,urban,45,female,bachelor's degree,little,"Voice of America, other satellite channels","Movie and Serial, Comic Programs, Cooking Programs"
05/30/2022 15:31:01,a little,manoto,Khuzestan,urban,27,female,bachelor's degree,a lot,BBC,"Movie and TV series, art programs, documentary programs"
05/30/2022 15:35:48,very much,manoto,Tehran,urban,33,male,high school diploma,some,national television,Movie and Serial
05/30/2022 15:43:56,much,"Iran International, manoto, Instagram",Alborz,urban,30,female,high school diploma,very little,national television,"Art programs, documentary programs, comic programs"
05/30/2022 15:46:58,a little,"manoto, Instagram, Telegram",Esfahan,urban,38,male,no high school diploma,little,"Internal television, other satellite channels",Sports programs
05/30/2022 15:48:28,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram",Esfahan,rural,38,male,no high school diploma,some,"Internal newspapers, BBC, Voice of America, Radio, News websites","Sports programs, documentary programs"
05/30/2022 15:49:21,a little,manoto,Kerman,urban,14,male,other,some,BBC,Movie and Serial
05/30/2022 15:50:33,very much,"Iran International, Manoto",Yazd,urban,32,male,no high school diploma,very little,Radio Farda,None
05/30/2022 15:50:55,much,"manoto, radiofarda",Kerman,urban,50,male,pdh and above,very much,Radio Farda,Movie and Serial
05/30/2022 15:51:17,very much,"BBC, Telegram, WhatsApp, Twitter",Hamedan,urban,42,male,bachelor's degree,very little,"Internal newspapers, BBC, other satellite channels","Movies and TV series, art programs, documentary programs, comic programs"
05/30/2022 15:51:18,very much,"Iran International, manoto, Instagram",Lorestan,urban,30,male,bachelor's degree,very little,BBC,None
05/30/2022 15:57:17,very much,manoto,Tehran,urban,37,male,associates degree,little,national television,Documentary programs
05/30/2022 16:00:51,a little,Instagram,Kordestan,urban,35,female,high school diploma,little,Voice of America,Other plans
05/30/2022 16:11:35,much,"Iran International, BBC, Telegram",southern Khorasan,urban,42,male,bachelor's degree,some,"BBC, news websites, Facebook","Movies and TV series, sports programs, comic programs, cooking programs, baby programs"
05/30/2022 16:13:26,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram",Tehran,urban,58,female,associates degree,very much,"BBC, Voice of America, Radio Farda, other satellite channels","Movie and Serial, Documentary Programs, Speech / Discussion / Dialogue"
05/30/2022 16:14:47,much,"Iran International, BBC, manoto, Radio Farda, Voice of America, News websites, Instagram, Telegram",Tehran,urban,37,female,associates degree,some,"BBC, Voice of America, News websites, other satellite channels",None
05/30/2022 16:16:16,very much,"Iran International, Instagram",Tehran,urban,50,female,bachelor's degree,very much,BBC,"Movie and Serial, Documentary Programs, Speech / Discussion / Dialogue"
05/30/2022 16:17:58,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram",Tehran,urban,31,male,pdh and above,very much,BBC,"Movies and Serials, Educational or Lesson Programs, Documentary Programs, Comic Programs"
05/30/2022 16:18:42,much,"Iran International, manoto, Instagram",Tehran,urban,41,female,bachelor's degree,a lot,BBC,"Movie and Serial, Baby Programs"
05/30/2022 16:20:55,much,"manoto, News websites, Instagram",Esfahan,urban,23,female,bachelor's degree,little,national television,"Movie and Serials, Educational or Teaching Programs, Comic Programs"
05/30/2022 16:22:32,a little,"Iran International, manoto, Radio Farda, other satellite channels, Instagram",Gilan,urban,33,male,high school diploma,a lot,"Internal newspapers, BBC, Voice of America, Radio Farda, Other Satellite Channels, Instagram","Movies and Serials, Sports Programs, Comic Programs, Cooking Programs, Baby Programs, Other Programs"
05/30/2022 16:24:22,a little,Instagram,Gilan,urban,35,female,pdh and above,little,"Internal television, Other","Movies and TV series, art programs, documentary programs, comic programs, cooking programs, lectures / discussions / conversation"
05/30/2022 16:26:50,very much,"Iran International, BBC, manoto, Voice of America, Other Satellite Channels, Instagram, Telegram, Twitter",Khorasan Razavi,urban,20,female,bachelor's degree,not at all,,"Movie and Serial, Educational or Lesson Programs, Documentary Programs, Comic Programs, Lecture / Discussion / Dialogue"
05/30/2022 16:28:02,a little,Instagram,Alborz,urban,40,female,bachelor's degree,little,national television,Movie and Serial
05/30/2022 16:29:35,much,"Instagram, Facebook",Fars,urban,39,male,bachelor's degree,little,"Internal television, Internal Newspapers","Sports programs, documentary programs, comic programs, other programs"
05/30/2022 16:29:49,much,"Iran International, manoto, Instagram, Telegram",Gilan,urban,24,male,high school diploma,some,"Internal television, Other","Sports programs, training or lesson programs, documentary programs, comic programs"
05/30/2022 16:31:03,much,"Iran International, manoto, Instagram",Tehran,urban,38,female,associates degree,some,Voice of America,"Movie and TV series, other apps"
05/30/2022 16:34:43,much,"manoto, Instagram",Tehran,urban,45,male,high school diploma,some,Other satellite channels,Movie and Serial
